Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link
"23a Bellevue Avenue, Glenageary, Co Dublin, A96HF60","€495,000",4 Bed,2 Bath,Duplex,D1,A96 HF60,€495,Sherry FitzGerald Dalkey,Simone Rothschild,"Sold, €493,000, Wed Sep 11 2024; Sale Agreed, €495,000, Fri Jul 12 2024; Created, €495,000, Mon May 20 2024",https://mynest.ie/listing/131264/Dublin/23a-bellevue-avenue-glenageary-co-dublin-a96hf60,"23a Bellevue Avenue, Glenageary, Co. Dublin",Sold,4 beds,2 baths,113.4,,,,53.2747234,-6.126634,0,m²,,,,,https://www.myhome.ie/residential/brochure/23a-bellevue-avenue-glenageary-co-dublin/4798354
"23 Dun Emer Place, Lusk, Co. Dublin, K45CV02","€410,000",3 Bed,3 Bath,Semi-D,B2,K45 CV02,€405,Sherry Fitzgerald Cumisky Kelly,Joanne Finegan,"Sold, €465,000, Wed Sep 11 2024; Sale Agreed, €410,000, Thu Jun 13 2024; Created, €410,000, Fri May 10 2024",https://mynest.ie/listing/129702/Dublin/23-dun-emer-place-lusk-co-dublin-k45cv02,"23 Dun Emer Place, Lusk, Co. Dublin",Sold,3 beds,3 baths,105,,,,53.5247037,-6.1801936,0,m²,,,,,https://www.myhome.ie/residential/brochure/23-dun-emer-place-lusk-co-dublin/4795650
"18 Magennis Square, Dublin 2, D02NN76","€395,000",2 Bed,1 Bath,End of Terrace,E1,D02 NN76,€405,Dublin Homes Auctioneers,Dublin Home Sales,"Sold, €459,000, Wed Sep 11 2024; Sale Agreed, €395,000, Tue Jul 30 2024; Created, €395,000, Thu Jun 27 2024",https://mynest.ie/listing/138218/Dublin/18-magennis-square-dublin-2-d02nn76,"18 Magennis Square, South City Centre, Dublin 2",Sale Agreed,2 beds,,61,,,,53.3449749,-6.247985099999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/18-magennis-square-south-city-centre-dublin-2/4808868
"129 Lioscian, Swords, Co. Dublin, K67XF98","€395,000",3 Bed,3 Bath,End of Terrace,D1,K67 XF98,€405,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €430,000, Wed Sep 11 2024; Sale Agreed, €395,000, Thu Jun 20 2024; Created, €395,000, Fri May 24 2024",https://mynest.ie/listing/132332/Dublin/129-lioscian-swords-co-dublin-k67xf98,"129 Lioscian, Swords, County Dublin",,,,,,,,53.4633862,-6.2439,,,,,,,https://www.myhome.ie/residential/brochure/129-lioscian-swords-county-dublin/4799817
"10 The Green, Station Manor, Portmarnock, Co Dublin, D13AE3W","€670,000",3 Bed,3 Bath,End of Terrace,A3,D13 AE3W,€675,Sherry FitzGerald Malahide,Eoghan Keenan,"Sold, €702,000, Wed Sep 11 2024; Sale Agreed, €670,000, Fri May 31 2024; Created, €670,000, Thu Apr 25 2024",https://mynest.ie/listing/127078/Dublin/10-the-green-station-manor-portmarnock-co-dublin-d13ae3w,"10 The Green, Station Manor, Portmarnock, Co. Dublin",Sold,3 beds,3 baths,113,,,,53.41939,-6.149644299999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/10-the-green-station-manor-portmarnock-co-dublin/4789377
"1 Verschoyle Close, Citywest, Co. Dublin, D24W93F","€350,000",3 Bed,1 Bath,Bungalow,SI_666,D24 W93F,€315,Tom Maher & Co. Ltd,Tom Maher & Co.,"Sold, €355,000, Wed Sep 11 2024; Unlisted, €350,000, Wed Sep 11 2024; Created, €350,000, Mon Jun 10 2024",https://mynest.ie/listing/135040/Dublin/1-verschoyle-close-citywest-co-dublin-d24w93f,"1, Verschoyle Close, , Citywest, Dublin 24","€350,000",3 beds,,70,,,,53.2789104,-6.4238786,0,m²,,,,,https://www.myhome.ie/residential/brochure/1-verschoyle-close-citywest-dublin-24/4804677
"Apartment 96, The Plaza, Ballymun, Dublin 9, D09Y3C5","€225,000",2 Bed,2 Bath,Apartment,B3,D09 Y3C5,€225,Smith & Butler Estates,Danny Butler,"Sold, €240,000, Tue Sep 10 2024; Sale Agreed, €225,000, Sun Aug 04 2024; Created, €225,000, Wed Feb 14 2024",https://mynest.ie/listing/116011/Dublin/apartment-96-the-plaza-ballymun-dublin-9-d09y3c5,"96 The Plaza, Ballymun, Dublin 9",Sold,2 beds,2 baths,66,,,,53.3969459,-6.2639131,0,m²,,,,,https://www.myhome.ie/residential/brochure/96-the-plaza-ballymun-dublin-9/4773036
"82 Priory Wood, Donabate, Co. Dublin, K36AC98","€425,000",3 Bed,3 Bath,Semi-D,D1,K36 AC98,€405,O'Connor Estate Agents,Gerard O'Connor Assoc SCSI RICS,"Sold, €465,000, Tue Sep 10 2024; Sale Agreed, €425,000, Thu Jun 20 2024; Created, €425,000, Tue May 28 2024",https://mynest.ie/listing/132871/Dublin/82-priory-wood-donabate-co-dublin-k36ac98,"82 Priory Wood, Donabate, Dublin",Sale Agreed,3 beds,3 baths,121,,,,53.4895112,-6.1350877,0,m²,,,,,https://www.myhome.ie/residential/brochure/82-priory-wood-donabate-dublin/4800447
"8 Hanover House, Ardilaun Court, Patrick Street, Dublin 8","€260,000",1 Bed,1 Bath,Apartment,C2,D08 A7K2,€225,KM Property,Barry O`Driscoll,"Sold, €278,000, Tue Sep 10 2024; Sale Agreed, €260,000, Mon Jan 29 2024; Created, €260,000, Thu Oct 05 2023",https://mynest.ie/listing/99128/Dublin/8-hanover-house-ardilaun-court-patrick-street-dublin-8,,,,,,,,,53.34135620000001,-6.2726109,,,,,,,https://www.myhome.ie/residential/brochure/8-hanover-house-ardilaun-court-dublin-8-county-dublin/4745423
"73 Castle Riada Grove, Lucan, Co. Dublin, K78Y680","€320,000",2 Bed,1 Bath,End of Terrace,D1,K78 Y680,€315,DNG Lucan,Eoin Gorry,"Sold, €427,000, Tue Sep 10 2024; Sale Agreed, €320,000, Mon Jul 01 2024; Created, €320,000, Tue Jun 11 2024",https://mynest.ie/listing/135341/Dublin/73-castle-riada-grove-lucan-co-dublin-k78y680,"81 Castle Riada Grove, Lucan, Lucan, Dublin",Sale Agreed,2 beds,,71,,,,53.3478071,-6.429847000000001,0,m²,,,,,https://www.myhome.ie/residential/brochure/81-castle-riada-grove-lucan-lucan-dublin/4813055
"7 Willie Nolan Road, Baldoyle, Baldoyle, Dublin 13","€490,000",3 Bed,1 Bath,Semi-D,C3,D13 N278,€495,Smith & Butler Estates,Oisin McCormack,"Sold, €610,000, Tue Sep 10 2024; Unlisted, €490,000, Sat Nov 04 2023; Created, €490,000, Tue Jul 25 2023",https://mynest.ie/listing/87092/Dublin/7-willie-nolan-road-baldoyle-baldoyle-dublin-13,"7 Willie Nolan Road, Baldoyle, Dublin 13",Sale Agreed,3 beds,,91,,,,53.3984052,-6.130305099999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-willie-nolan-road-baldoyle-dublin-13/4717245
"7 Willie Nolan Road, Baldoyle, Baldoyle, Dublin 13, D13N278","€520,000",3 Bed,1 Bath,Semi-D,D1,D13 N278,€495,Smith & Butler Estates,Danny Butler,"Sold, €610,000, Tue Sep 10 2024; Sale Agreed, €520,000, Sun May 12 2024; Created, €520,000, Thu Mar 07 2024",https://mynest.ie/listing/119316/Dublin/7-willie-nolan-road-baldoyle-baldoyle-dublin-13-d13n278,"7 Willie Nolan Road, Baldoyle, Dublin 13",Sale Agreed,3 beds,,91,,,,53.3984052,-6.130305099999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-willie-nolan-road-baldoyle-dublin-13/4717245
"7 Turvey Park, Donabate, Co. Dublin, K36KR63","€485,000",3 Bed,2 Bath,Semi-D,B3,K36 KR63,€495,Robertson Estate Agents,Douglas Robertson,"Sold, €540,000, Tue Sep 10 2024; Sale Agreed, €485,000, Thu Jun 06 2024; Created, €485,000, Thu May 16 2024",https://mynest.ie/listing/130624/Dublin/7-turvey-park-donabate-co-dublin-k36kr63,"7 Turvey Park, Donabate, County Dublin",Sold,3 beds,2 baths,95,,,,53.48753300000001,-6.155146299999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-turvey-park-donabate-county-dublin/4680075
"58 The Ramparts, Willow Avenue, Cabinteely, Dublin 18, D18W322","€350,000",2 Bed,2 Bath,Apartment,C2,D18 W322,€315,DNG Dun Laoghaire,Darragh Whelan,"Sold, €388,000, Tue Sep 10 2024; Sale Agreed, €350,000, Fri Jun 07 2024; Created, €350,000, Tue May 14 2024",https://mynest.ie/listing/130224/Dublin/58-the-ramparts-willow-avenue-cabinteely-dublin-18-d18w322,"58 The Ramparts, Willow Avenue, Cabinteely, Dublin 18",Sold,2 beds,2 baths,86,,,,53.249982,-6.1427415,0,m²,,,,,https://www.myhome.ie/residential/brochure/58-the-ramparts-willow-avenue-cabinteely-dublin-18/4795325
"56 Rowan House, Mespil Estate, Dublin 4, D04RK54","€295,000",--,1 Bath,Studio,F,D04 RK54,€315,Turley Property Advisors,Susan Turley,"Sold, €276,000, Tue Sep 10 2024; Sale Agreed, €295,000, Mon May 27 2024; Created, €295,000, Thu Apr 18 2024",https://mynest.ie/listing/125845/Dublin/56-rowan-house-mespil-estate-dublin-4-d04rk54,"50 Rowan House, Mespil Estate, Ballsbridge, Dublin 4",Sold,,,35,,,,53.3308878,-6.2503614,0,m²,,,,,https://www.myhome.ie/residential/brochure/50-rowan-house-mespil-estate-ballsbridge-dublin-4/2071094
"49 Whitechurch Way, Rathfarnham, D16 Y2C3, Dublin 16","€345,000",3 Bed,1 Bath,Terrace,C3,D16 Y2C3,€315,Ray Cooke Auctioneers Terenure,Ray Cooke Sales,"Sold, €380,000, Tue Sep 10 2024; Unlisted, €345,000, Wed Jan 31 2024; Created, €345,000, Fri Oct 13 2023",https://mynest.ie/listing/100640/Dublin/49-whitechurch-way-rathfarnham-d16-y2c3-dublin-16,"49 Whitechurch Way, Rathfarnham, Dublin 16",Sold,3 beds,,92,,,,53.27416220000001,-6.2868147,0,m²,,,,,https://www.myhome.ie/residential/brochure/49-whitechurch-way-rathfarnham-dublin-16/4809971
"41A Edenmore Crescent, Raheny, Raheny, Dublin 5, D05H0F2","€349,950",3 Bed,1 Bath,Semi-D,SI_666,D05 H0F2,€315,Keller Williams Ireland,Team Castles,"Sold, €380,000, Tue Sep 10 2024; Unlisted, €349,950, Wed Apr 03 2024; Created, €349,950, Fri Mar 22 2024",https://mynest.ie/listing/121680/Dublin/41a-edenmore-crescent-raheny-raheny-dublin-5-d05h0f2,,,,,,,,,53.3856327,-6.180625399999999,,,,,,,https://www.myhome.ie/residential/dublin-5/house-for-sale-in-raheny
"27 Fairyhill Blackrock, Blackrock, Co. Dublin, A94HW95","€795,000",4 Bed,2 Bath,Bungalow,B3,A94 HW95,€855,Lisney Sotheby's International Realty (Blackrock),Stephen Day,"Sold, €880,000, Tue Sep 10 2024; Sale Agreed, €795,000, Mon Jun 17 2024; Created, €795,000, Tue Mar 19 2024",https://mynest.ie/listing/121074/Dublin/27-fairyhill-blackrock-blackrock-co-dublin-a94hw95,,,,,,,,,,,,,,,,,
"23 Westfield, Sion Hill, Blackrock, Co. Dublin, A94VP21","€695,000",3 Bed,3 Bath,Duplex,D1,A94 VP21,€675,DNG Rock Road,Anne-Marie McCabe,"Sold, €720,000, Tue Sep 10 2024; Sale Agreed, €695,000, Tue May 21 2024; Created, €695,000, Tue Mar 19 2024",https://mynest.ie/listing/121042/Dublin/23-westfield-sion-hill-blackrock-co-dublin-a94vp21,"23 Westfield, Sion Hill, Blackrock, Co. Dublin",Sold,3 beds,3 baths,103,,,,53.3021952,-6.1863654,0,m²,,,,,https://www.myhome.ie/residential/brochure/23-westfield-sion-hill-blackrock-co-dublin/4780215
"169 Rathgar Road Rathgar Dublin 6, Rathgar, Dublin 6, D06X0X4","€1,950,000",6 Bed,4 Bath,Detached,--,D06 X0X4,"€2,830",Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,"Sold, €1,900,000, Tue Sep 10 2024; Unlisted, €1,950,000, Fri Mar 15 2024; Created, €1,950,000, Wed Feb 28 2024",https://mynest.ie/listing/118101/Dublin/169-rathgar-road-rathgar-dublin-6-rathgar-dublin-6-d06x0x4,,,,,,,,,53.3188357,-6.2688666,,,,,,,https://www.myhome.ie/residential/dublin-6/property-for-sale-in-rathgar
"Rathgar Road, Rathgar, Dublin 6, D06X0X4","€1,950,000",6 Bed,4 Bath,Terrace,--,D06 X0X4,"€2,830",Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,"Sold, €1,900,000, Tue Sep 10 2024; Unlisted, €1,950,000, Fri Mar 15 2024; Created, €1,950,000, Tue Mar 05 2024",https://mynest.ie/listing/119025/Dublin/rathgar-road-rathgar-dublin-6-d06x0x4,"58 Rathgar Road, Rathgar, Dublin 6","€1,950,000",6 beds,6 baths,358,,,,53.3171375,-6.2705119,0,m²,,,,,https://www.myhome.ie/residential/brochure/58-rathgar-road-rathgar-dublin-6/4799791
"15 The Heron Thornwood Booterstown, Booterstown, Co. Dublin, A94P956","€470,000",2 Bed,2 Bath,Apartment,C1,A94 P956,€495,Lisney Sotheby's International Realty (Blackrock),Stephen Day,"Sold, €516,500, Tue Sep 10 2024; Sale Agreed, €470,000, Mon May 27 2024; Created, €470,000, Fri Apr 05 2024",https://mynest.ie/listing/123681/Dublin/15-the-heron-thornwood-booterstown-booterstown-co-dublin-a94p956,,,,,,,,,53.3004639,-6.2046876,,,,,,,https://www.myhome.ie/residential/dublin-county/apartment-for-sale-in-booterstown
"15 Killarney Parade, Phibsborough, Dublin 7, D07PD61","€485,000",4 Bed,2 Bath,Terrace,D2,D07 PD61,€495,PropertyTeam Lappin Estates,Paul Lappin,"Sold, €525,000, Tue Sep 10 2024; Sale Agreed, €485,000, Thu May 02 2024; Created, €485,000, Wed Mar 20 2024",https://mynest.ie/listing/121259/Dublin/15-killarney-parade-phibsborough-dublin-7-d07pd61,"15 Killarney Parade, Phibsborough, Dublin 7",Sale Agreed,4 beds,2 baths,105,,,,53.3609253,-6.265196299999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/15-killarney-parade-phibsborough-dublin-7/4780391
"12 Gandon Close, Harold's Cross, Dublin 6w, D6WFH11","€265,000",1 Bed,1 Bath,Apartment,D1,D6W FH11,€315,Sherry FitzGerald Ballsbridge,Christopher Bradley,"Sold, €280,000, Tue Sep 10 2024; Sale Agreed, €265,000, Fri May 10 2024; Created, €265,000, Sun Mar 24 2024",https://mynest.ie/listing/121902/Dublin/12-gandon-close-harolds-cross-dublin-6w-d6wfh11,"12 Gandon Close, Harold's Cross, Dublin 6w",Sold,,,38,,,,53.324906,-6.2800722,0,m²,,,,,https://www.myhome.ie/residential/brochure/12-gandon-close-harold-s-cross-dublin-6w/4781585
"Apartment 11, The Oaks, Grattan Wood, Donaghmede, Dublin 13, D13XA99","€285,000",2 Bed,2 Bath,Apartment,C1,D13 XA99,€315,KELLY BRADSHAW DALTON,Sharon Beckett,"Sold, €322,000, Tue Sep 10 2024; Sale Agreed, €285,000, Thu Apr 18 2024; Created, €285,000, Tue Feb 13 2024",https://mynest.ie/listing/115840/Dublin/apartment-11-the-oaks-grattan-wood-donaghmede-dublin-13-d13xa99,"Apartment 11, THE OAKS, Grattan Wood, Donaghmede, Dublin 13",Sold,2 beds,2 baths,66,,,,53.24769080000001,-6.1317096,0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-11-the-oaks-grattan-wood-donaghmede-dublin-13/4771853
"6 Victoria Street, Dublin 8, Portobello, Dublin 8","€1,495,000",9 Bed,7 Bath,Terrace,C1,D08 X2Y9,"€2,284",,Sheridan Estates,"Sold, €1,530,000, Mon Sep 09 2024; Unlisted, €1,495,000, Mon Apr 08 2024; Price Rise, €1,495,000, Thu Sep 28 2023; Created, POA, Fri Apr 07 2023",https://mynest.ie/listing/67808/Dublin/6-victoria-street-dublin-8-portobello-dublin-8,"6 Victoria Street, Portobello, Dublin 8",Sold,,,,,,,53.3316707,-6.270383799999999,,,,,,,https://www.myhome.ie/residential/brochure/6-victoria-street-portobello-dublin-8/4341312
"87 Ard na Mara, Malahide, Co Dublin, K36XR08","€1,275,000",4 Bed,3 Bath,Bungalow,D2,K36 XR08,"€1,627",Sherry FitzGerald Malahide,David R Blanc,"Sold, €1,345,000, Mon Sep 09 2024; Sale Agreed, €1,275,000, Thu Jun 27 2024; Created, €1,275,000, Thu May 09 2024",https://mynest.ie/listing/129428/Dublin/87-ard-na-mara-malahide-co-dublin-k36xr08,"87 Ard na Mara, Malahide, Co. Dublin",Sold,4 beds,3 baths,239,,,,53.44932069999999,-6.1747631,0,m²,,,,,https://www.myhome.ie/residential/brochure/87-ard-na-mara-malahide-co-dublin/4795153
"8 Portobello Road, Portobello, Dublin 8","€495,000",3 Bed,1 Bath,Terrace,D1,D08 Y9R3,€495,DNG Central,Mary Doran,"Sold, €470,000, Mon Sep 09 2024; Sale Agreed, €495,000, Tue Feb 06 2024; Created, €495,000, Tue Nov 28 2023",https://mynest.ie/listing/106831/Dublin/8-portobello-road-portobello-dublin-8,"8 Portobello Road, Portobello, Dublin 8",Sold,3 beds,,62,,,,53.3299817,-6.2696466,0,m²,,,,,https://www.myhome.ie/residential/brochure/8-portobello-road-portobello-dublin-8/4761804
"8 Portobello Road, Portobello, Dublin 8, D08Y9R3","€495,000",3 Bed,1 Bath,Terrace,D2,D08 Y9R3,€495,DNG Central,Mary Doran,"Sold, €470,000, Mon Sep 09 2024; Sale Agreed, €495,000, Wed May 22 2024; Created, €495,000, Wed Apr 03 2024",https://mynest.ie/listing/123203/Dublin/8-portobello-road-portobello-dublin-8-d08y9r3,"8 Portobello Road, Portobello, Dublin 8",Sold,3 beds,,62,,,,53.3299817,-6.2696466,0,m²,,,,,https://www.myhome.ie/residential/brochure/8-portobello-road-portobello-dublin-8/4761804
"8 Bradogue Court, Annamoe Road, Dublin 7, D07CY81","€275,000",1 Bed,1 Bath,Apartment,D1,D07 CY81,€315,DNG Phibsboro,Brian McGee,"Sold, €286,000, Mon Sep 09 2024; Sale Agreed, €275,000, Thu Apr 25 2024; Created, €275,000, Tue Apr 09 2024",https://mynest.ie/listing/124154/Dublin/8-bradogue-court-annamoe-road-dublin-7-d07cy81,"8 Bradogue Court, Annamoe Road, Dublin 7",Sold,,,,,,,53.35843999999999,-6.2865628,0,,,,,,https://www.myhome.ie/residential/brochure/8-bradogue-court-annamoe-road-dublin-7/4784432
"57 Nutley Road, Donnybrook, Dublin 4","€1,500,000",4 Bed,3 Bath,Semi-D,D2,D04 F7P2,"€2,284",Hunters Estate Agent City Centre,Bobby Geraghty,"Sold, €1,600,000, Mon Sep 09 2024; Sale Agreed, €1,500,000, Mon Apr 22 2024; Created, €1,500,000, Wed Mar 13 2024",https://mynest.ie/listing/119777/Dublin/57-nutley-road-donnybrook-dublin-4,"57 Nutley Road, Donnybrook, Dublin 4",Sold,4 beds,3 baths,177,,,,53.3182766,-6.224168499999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/57-nutley-road-donnybrook-dublin-4/4778858
"56 The Paddocks View, Adamstown, Lucan, Co. Dublin","€285,000",3 Bed,2 Bath,Detached,B3,K78 P290,€315,BidX1,Eva Quaid,"Sold, €440,000, Mon Sep 09 2024; Unlisted, €285,000, Sun Nov 13 2022; Created, €285,000, Thu Oct 27 2022",https://mynest.ie/listing/44288/Dublin/56-the-paddocks-view-adamstown-lucan-co-dublin,"56 The Paddocks View, Adamstown, Co. Dublin",Sale Agreed,,,,,,,53.3491386,-6.4637205,,,,,,,https://www.myhome.ie/residential/brochure/56-the-paddocks-view-adamstown-co-dublin/4785293
"56 The Paddocks View, Adamstown, Co. Dublin","€345,000",3 Bed,3 Bath,End of Terrace,B3,K78 P290,€315,Ray Cooke Auctioneers Clondalkin,Southside Sales 2,"Sold, €440,000, Mon Sep 09 2024; Unlisted, €345,000, Mon Jan 08 2024; Created, €345,000, Sat Oct 28 2023",https://mynest.ie/listing/102718/Dublin/56-the-paddocks-view-adamstown-co-dublin,"56 The Paddocks View, Adamstown, Co. Dublin",Sale Agreed,3 beds,3 baths,86,,,,53.3491386,-6.4637205,0,m²,,,,,https://www.myhome.ie/residential/brochure/56-the-paddocks-view-adamstown-co-dublin/4785293
"5 Oakview Avenue, Hartstown, Clonsilla, Dublin 15, D15XYN8","€375,000",3 Bed,2 Bath,Semi-D,C3,D15 XYN8,€405,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €425,000, Mon Sep 09 2024; Sale Agreed, €375,000, Mon Sep 09 2024; Created, €375,000, Wed Mar 20 2024",https://mynest.ie/listing/121262/Dublin/5-oakview-avenue-hartstown-clonsilla-dublin-15-d15xyn8,"5 Oakview Avenue, Dublin 15, Dublin",Sale Agreed,3 beds,2 baths,100.93,,,,53.3935283,-6.414517,0,m²,,,,,https://www.myhome.ie/residential/brochure/5-oakview-avenue-dublin-15-dublin/4780382
"49 Seagrave Way, Meakstown, Finglas, Dublin 11","€199,950",1 Bed,1 Bath,Apartment,SI_666,D11 YN23,€90,Leonard Wilson Keenan Estates & Letting Agents,Founder & Head Of Business Development Christina Wilson,"Sold, €200,000, Mon Sep 09 2024; Unlisted, €199,950, Tue Apr 04 2023; Created, €199,950, Wed Nov 30 2022",https://mynest.ie/listing/50012/Dublin/49-seagrave-way-meakstown-finglas-dublin-11,"49 Seagrave Way, Finglas, Dublin 11",Sale Agreed,,,52.5,,,,53.4064199,-6.294632699999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/49-seagrave-way-finglas-dublin-11/4778368
"49 Seagrave Way, Finglas, Dublin 11","€199,950",1 Bed,1 Bath,Apartment,SI_666,D11 YN23,€90,Leonard Wilson Keenan Estates & Letting Agents,Founder & Head Of Business Development Christina Wilson,"Sold, €200,000, Mon Sep 09 2024; Unlisted, €199,950, Fri Jul 14 2023; Created, €199,950, Tue Apr 04 2023",https://mynest.ie/listing/66934/Dublin/49-seagrave-way-finglas-dublin-11,"49 Seagrave Way, Finglas, Dublin 11",Sale Agreed,,,52.5,,,,53.4064199,-6.294632699999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/49-seagrave-way-finglas-dublin-11/4778368
"49 Seagrave Way, Dublin 11","€210,000",1 Bed,1 Bath,Apartment,C1,D11 YN23,€225,REA Grimes,Elaine Swift,"Sold, €200,000, Mon Sep 09 2024; Sale Agreed, €210,000, Fri Sep 22 2023; Created, €210,000, Fri Jul 14 2023",https://mynest.ie/listing/85404/Dublin/49-seagrave-way-dublin-11,"49 Seagrave Way, Finglas, Dublin 11",Sale Agreed,,,52.5,,,,53.4064199,-6.294632699999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/49-seagrave-way-finglas-dublin-11/4778368
"49 Seagrave Way, Meakstown, Finglas, Dublin 11, D11YN23","€195,000",1 Bed,1 Bath,Apartment,C3,D11 YN23,€90,Brant Higgins Estate Agents,Josh Dixon,"Sold, €200,000, Mon Sep 09 2024; Sale Agreed, €195,000, Wed May 08 2024; Relisted, €195,000, Fri Apr 05 2024; Sale Agreed, €195,000, Thu Apr 04 2024; Created, €195,000, Sat Mar 09 2024",https://mynest.ie/listing/119470/Dublin/49-seagrave-way-meakstown-finglas-dublin-11-d11yn23,"49 Seagrave Way, Finglas, Dublin 11",Sale Agreed,,,52.5,,,,53.4064199,-6.294632699999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/49-seagrave-way-finglas-dublin-11/4778368
"44 The Poplars, Monkstown Valley, Monkstown, Co. Dublin, A94F9P4","€385,000",1 Bed,1 Bath,Semi-D,F,A94 F9P4,€405,Sherry FitzGerald Blackrock,Joan O'Hanlon,"Sold, €410,000, Mon Sep 09 2024; Sale Agreed, €385,000, Wed Jul 31 2024; Created, €385,000, Fri May 31 2024",https://mynest.ie/listing/133597/Dublin/44-the-poplars-monkstown-valley-monkstown-co-dublin-a94f9p4,,,,,,,,,53.2926898,-6.1618607,,,,,,,https://www.myhome.ie/priceregister/44-the-poplars-monkstown-valley-monkstown-co-dublin-541468
"44 Seabury Road, Malahide, Co. Dublin, K36CF65","€575,000",3 Bed,2 Bath,Semi-D,C1,K36 CF65,€585,Noel Kelly Auctioneers LTD,Darren Kelly,"Sold, €626,000, Mon Sep 09 2024; Sale Agreed, €575,000, Tue Jul 23 2024; Created, €575,000, Wed May 15 2024",https://mynest.ie/listing/130434/Dublin/44-seabury-road-malahide-co-dublin-k36cf65,"44 Seabury Road, Malahide, County Dublin",Sale Agreed,3 beds,2 baths,,,,,53.4542286,-6.1851388,,,,,,,https://www.myhome.ie/residential/brochure/44-seabury-road-malahide-county-dublin/4796365
"43 Deerpark Place, Kiltipper, D24 VW14, Tallaght, Dublin 24","€295,000",3 Bed,3 Bath,Terrace,C3,D24 VW14,€315,Ray Cooke Auctioneers Tallaght,Southside Sales,"Sold, €330,000, Mon Sep 09 2024; Unlisted, €295,000, Tue Jun 11 2024; Created, €295,000, Wed Feb 28 2024",https://mynest.ie/listing/118130/Dublin/43-deerpark-place-kiltipper-d24-vw14-tallaght-dublin-24,"Deerpark Place, Kiltipper, Tallaght, Dublin 24",Let Agreed,3 beds,2 baths,,,,,53.2696188,-6.3744361,0,,,,,,https://www.myhome.ie/rentals/brochure/deerpark-place-kiltipper-tallaght-dublin-24/1708816
"4 Saint Kevin's Road, South Circular Road, Portobello, Dublin 8, D08VF51","€825,000",2 Bed,1 Bath,Terrace,C2,D08 VF51,€855,Felicity Fox Auctioneers,Alistair Hickey,"Sold, €825,000, Mon Sep 09 2024; Sale Agreed, €825,000, Mon Jul 01 2024; Created, €825,000, Mon May 20 2024",https://mynest.ie/listing/131236/Dublin/4-saint-kevins-road-south-circular-road-portobello-dublin-8-d08vf51,"4 South Circular Road , Portobello, Dublin 8",Sold,,,295,,,,53.3302095,-6.2692865,0,m²,,,,,https://www.myhome.ie/commercial/brochure/4-south-circular-road-portobello-dublin-8/4589127
"35 Hammond Street, Dublin 8","€445,000",2 Bed,1 Bath,End of Terrace,E2,D08 X2K1,€495,DNG Central,Mary Doran,"Sold, €460,000, Mon Sep 09 2024; Sale Agreed, €445,000, Wed May 22 2024; Created, €445,000, Sat Feb 24 2024",https://mynest.ie/listing/117476/Dublin/35-hammond-street-dublin-8,"35 Hammond Street, Dublin 8",Sold,2 beds,,50,,,,53.3352955,-6.2772995,0,m²,,,,,https://www.myhome.ie/residential/brochure/35-hammond-street-dublin-8/4774688
"Apartment 26, The Atrium, The Steelworks, Dublin 1, D01EK88","€290,000",1 Bed,1 Bath,Apartment,C3,D01 EK88,€315,DMPC Ltd,Kieran Mc Comiskey,"Sold, €287,000, Mon Sep 09 2024; Sale Agreed, €290,000, Fri Apr 19 2024; Price Drop, €290,000, Tue Mar 19 2024; Price Drop, €300,000, Tue Jun 20 2023; Created, €335,000, Sat May 27 2023",,"26 The Atrium, The Steelworks, Foley Street, Amiens Street, Dublin 1","€300,000",,,,,,,53.3526878,-6.2504487,0,,,,,,https://www.myhome.ie/residential/brochure/26-the-atrium-the-steelworks-foley-street-amiens-street-dublin-1/4707356
