Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link
"23a Bellevue Avenue, Glenageary, Co Dublin, A96HF60","€495,000",4 Bed,2 Bath,Duplex,D1,A96 HF60,€495,Sherry FitzGerald Dalkey,Simone Rothschild,"Sold, €493,000, Wed Sep 11 2024; Sale Agreed, €495,000, Fri Jul 12 2024; Created, €495,000, Mon May 20 2024",https://mynest.ie/listing/131264/Dublin/23a-bellevue-avenue-glenageary-co-dublin-a96hf60,"23a Bellevue Avenue, Glenageary, Co. Dublin",Sold,4 beds,2 baths,113.4,,,,53.2747234,-6.126634,0,m²,,,,,https://www.myhome.ie/residential/brochure/23a-bellevue-avenue-glenageary-co-dublin/4798354
"23 Dun Emer Place, Lusk, Co. Dublin, K45CV02","€410,000",3 Bed,3 Bath,Semi-D,B2,K45 CV02,€405,Sherry Fitzgerald Cumisky Kelly,Joanne Finegan,"Sold, €465,000, Wed Sep 11 2024; Sale Agreed, €410,000, Thu Jun 13 2024; Created, €410,000, Fri May 10 2024",https://mynest.ie/listing/129702/Dublin/23-dun-emer-place-lusk-co-dublin-k45cv02,"23 Dun Emer Place, Lusk, Co. Dublin",Sold,3 beds,3 baths,105,,,,53.5247037,-6.1801936,0,m²,,,,,https://www.myhome.ie/residential/brochure/23-dun-emer-place-lusk-co-dublin/4795650
"18 Magennis Square, Dublin 2, D02NN76","€395,000",2 Bed,1 Bath,End of Terrace,E1,D02 NN76,€405,Dublin Homes Auctioneers,Dublin Home Sales,"Sold, €459,000, Wed Sep 11 2024; Sale Agreed, €395,000, Tue Jul 30 2024; Created, €395,000, Thu Jun 27 2024",https://mynest.ie/listing/138218/Dublin/18-magennis-square-dublin-2-d02nn76,"18 Magennis Square, South City Centre, Dublin 2",Sale Agreed,2 beds,,61,,,,53.3449749,-6.247985099999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/18-magennis-square-south-city-centre-dublin-2/4808868
"129 Lioscian, Swords, Co. Dublin, K67XF98","€395,000",3 Bed,3 Bath,End of Terrace,D1,K67 XF98,€405,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €430,000, Wed Sep 11 2024; Sale Agreed, €395,000, Thu Jun 20 2024; Created, €395,000, Fri May 24 2024",https://mynest.ie/listing/132332/Dublin/129-lioscian-swords-co-dublin-k67xf98,"129 Lioscian, Swords, County Dublin",,,,,,,,53.4633862,-6.2439,,,,,,,https://www.myhome.ie/residential/brochure/129-lioscian-swords-county-dublin/4799817
"10 The Green, Station Manor, Portmarnock, Co Dublin, D13AE3W","€670,000",3 Bed,3 Bath,End of Terrace,A3,D13 AE3W,€675,Sherry FitzGerald Malahide,Eoghan Keenan,"Sold, €702,000, Wed Sep 11 2024; Sale Agreed, €670,000, Fri May 31 2024; Created, €670,000, Thu Apr 25 2024",https://mynest.ie/listing/127078/Dublin/10-the-green-station-manor-portmarnock-co-dublin-d13ae3w,"10 The Green, Station Manor, Portmarnock, Co. Dublin",Sold,3 beds,3 baths,113,,,,53.41939,-6.149644299999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/10-the-green-station-manor-portmarnock-co-dublin/4789377
"1 Verschoyle Close, Citywest, Co. Dublin, D24W93F","€350,000",3 Bed,1 Bath,Bungalow,SI_666,D24 W93F,€315,Tom Maher & Co. Ltd,Tom Maher & Co.,"Sold, €355,000, Wed Sep 11 2024; Unlisted, €350,000, Wed Sep 11 2024; Created, €350,000, Mon Jun 10 2024",https://mynest.ie/listing/135040/Dublin/1-verschoyle-close-citywest-co-dublin-d24w93f,"1, Verschoyle Close, , Citywest, Dublin 24","€350,000",3 beds,,70,,,,53.2789104,-6.4238786,0,m²,,,,,https://www.myhome.ie/residential/brochure/1-verschoyle-close-citywest-dublin-24/4804677
"Apartment 96, The Plaza, Ballymun, Dublin 9, D09Y3C5","€225,000",2 Bed,2 Bath,Apartment,B3,D09 Y3C5,€225,Smith & Butler Estates,Danny Butler,"Sold, €240,000, Tue Sep 10 2024; Sale Agreed, €225,000, Sun Aug 04 2024; Created, €225,000, Wed Feb 14 2024",https://mynest.ie/listing/116011/Dublin/apartment-96-the-plaza-ballymun-dublin-9-d09y3c5,"96 The Plaza, Ballymun, Dublin 9",Sold,2 beds,2 baths,66,,,,53.3969459,-6.2639131,0,m²,,,,,https://www.myhome.ie/residential/brochure/96-the-plaza-ballymun-dublin-9/4773036
"82 Priory Wood, Donabate, Co. Dublin, K36AC98","€425,000",3 Bed,3 Bath,Semi-D,D1,K36 AC98,€405,O'Connor Estate Agents,Gerard O'Connor Assoc SCSI RICS,"Sold, €465,000, Tue Sep 10 2024; Sale Agreed, €425,000, Thu Jun 20 2024; Created, €425,000, Tue May 28 2024",https://mynest.ie/listing/132871/Dublin/82-priory-wood-donabate-co-dublin-k36ac98,"82 Priory Wood, Donabate, Dublin",Sale Agreed,3 beds,3 baths,121,,,,53.4895112,-6.1350877,0,m²,,,,,https://www.myhome.ie/residential/brochure/82-priory-wood-donabate-dublin/4800447
"8 Hanover House, Ardilaun Court, Patrick Street, Dublin 8","€260,000",1 Bed,1 Bath,Apartment,C2,D08 A7K2,€225,KM Property,Barry O`Driscoll,"Sold, €278,000, Tue Sep 10 2024; Sale Agreed, €260,000, Mon Jan 29 2024; Created, €260,000, Thu Oct 05 2023",https://mynest.ie/listing/99128/Dublin/8-hanover-house-ardilaun-court-patrick-street-dublin-8,,,,,,,,,53.34135620000001,-6.2726109,,,,,,,https://www.myhome.ie/residential/brochure/8-hanover-house-ardilaun-court-dublin-8-county-dublin/4745423
"73 Castle Riada Grove, Lucan, Co. Dublin, K78Y680","€320,000",2 Bed,1 Bath,End of Terrace,D1,K78 Y680,€315,DNG Lucan,Eoin Gorry,"Sold, €427,000, Tue Sep 10 2024; Sale Agreed, €320,000, Mon Jul 01 2024; Created, €320,000, Tue Jun 11 2024",https://mynest.ie/listing/135341/Dublin/73-castle-riada-grove-lucan-co-dublin-k78y680,"81 Castle Riada Grove, Lucan, Lucan, Dublin",Sale Agreed,2 beds,,71,,,,53.3478071,-6.429847000000001,0,m²,,,,,https://www.myhome.ie/residential/brochure/81-castle-riada-grove-lucan-lucan-dublin/4813055
"7 Willie Nolan Road, Baldoyle, Baldoyle, Dublin 13","€490,000",3 Bed,1 Bath,Semi-D,C3,D13 N278,€495,Smith & Butler Estates,Oisin McCormack,"Sold, €610,000, Tue Sep 10 2024; Unlisted, €490,000, Sat Nov 04 2023; Created, €490,000, Tue Jul 25 2023",https://mynest.ie/listing/87092/Dublin/7-willie-nolan-road-baldoyle-baldoyle-dublin-13,"7 Willie Nolan Road, Baldoyle, Dublin 13",Sale Agreed,3 beds,,91,,,,53.3984052,-6.130305099999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-willie-nolan-road-baldoyle-dublin-13/4717245
"7 Willie Nolan Road, Baldoyle, Baldoyle, Dublin 13, D13N278","€520,000",3 Bed,1 Bath,Semi-D,D1,D13 N278,€495,Smith & Butler Estates,Danny Butler,"Sold, €610,000, Tue Sep 10 2024; Sale Agreed, €520,000, Sun May 12 2024; Created, €520,000, Thu Mar 07 2024",https://mynest.ie/listing/119316/Dublin/7-willie-nolan-road-baldoyle-baldoyle-dublin-13-d13n278,"7 Willie Nolan Road, Baldoyle, Dublin 13",Sale Agreed,3 beds,,91,,,,53.3984052,-6.130305099999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-willie-nolan-road-baldoyle-dublin-13/4717245
"7 Turvey Park, Donabate, Co. Dublin, K36KR63","€485,000",3 Bed,2 Bath,Semi-D,B3,K36 KR63,€495,Robertson Estate Agents,Douglas Robertson,"Sold, €540,000, Tue Sep 10 2024; Sale Agreed, €485,000, Thu Jun 06 2024; Created, €485,000, Thu May 16 2024",https://mynest.ie/listing/130624/Dublin/7-turvey-park-donabate-co-dublin-k36kr63,"7 Turvey Park, Donabate, County Dublin",Sold,3 beds,2 baths,95,,,,53.48753300000001,-6.155146299999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-turvey-park-donabate-county-dublin/4680075
"58 The Ramparts, Willow Avenue, Cabinteely, Dublin 18, D18W322","€350,000",2 Bed,2 Bath,Apartment,C2,D18 W322,€315,DNG Dun Laoghaire,Darragh Whelan,"Sold, €388,000, Tue Sep 10 2024; Sale Agreed, €350,000, Fri Jun 07 2024; Created, €350,000, Tue May 14 2024",https://mynest.ie/listing/130224/Dublin/58-the-ramparts-willow-avenue-cabinteely-dublin-18-d18w322,"58 The Ramparts, Willow Avenue, Cabinteely, Dublin 18",Sold,2 beds,2 baths,86,,,,53.249982,-6.1427415,0,m²,,,,,https://www.myhome.ie/residential/brochure/58-the-ramparts-willow-avenue-cabinteely-dublin-18/4795325
